名称,地址,房型,面积,朝向,装修,楼层,建成时间,楼层结构,总价格,平方价格,关注度,发布时间
雄飞生活广场 2室2厅 北,西河,2室2厅,80.9平米,北,简装,高楼层(共34层),2018年建,板塔结合,97万,"11,991元/平",5人关注,8个月以前发布
置信逸都D区 3室2厅 西北,郫县万达,3室2厅,105.34平米,西北,精装,高楼层(共33层),2014年建,板塔结合,108万,"10,253元/平",0人关注,4个月以前发布
齐力花园 3室1厅 南,府南新区,3室1厅,149.8平米,南,精装,低楼层(共11层),2002年建,塔楼,252万,"16,823元/平",4人关注,1个月以前发布
科院街8号院 3室1厅 南,棕北,3室1厅,64平米,南,精装,中楼层(共7层),1995年建,塔楼,98万,"15,313元/平",7人关注,1个月以前发布
南湖世纪 3室1厅 西,南湖,3室1厅,110.35平米,西,精装,中楼层(共32层),2016年建,塔楼,224万,"20,300元/平",4人关注,2个月以前发布
华楠半岛 3室2厅 东南,中和,3室2厅,137.85平米,东南,精装,5层,2005年建,平房,249万,"18,064元/平",7人关注,3个月以前发布
朗基和今缘 4室1厅 北,远大,4室1厅,116.9平米,北,精装,低楼层(共32层),2020年建,塔楼,325万,"27,802元/平",5人关注,2个月以前发布
杨柳小区 3室1厅 东南,温江老城,3室1厅,96.7平米,东南,简装,中楼层(共8层),2000年建,塔楼,53万,"5,481元/平",0人关注,2个月以前发布
信合花园 3室2厅 东南,温江老城,3室2厅,106.95平米,东南,精装,高楼层(共6层),2002年建,板楼,59万,"5,517元/平",15人关注,一年前发布
北庭春天 4室1厅 南,大丰,4室1厅,142.73平米,南,简装,高楼层(共6层),2012年建,板楼,113万,"7,918元/平",13人关注,一年前发布
中冶中央公园 2室1厅 东南,郫县城区,2室1厅,62.8平米,东南,精装,高楼层(共32层),2019年建,板塔结合,65万,"10,351元/平",5人关注,23天以前发布
清凤时代城 2室1厅 南,大源,2室1厅,73.48平米,南,简装,中楼层(共32层),2016年建,板塔结合,205万,"27,899元/平",2人关注,29天以前发布
东胜街19号 1室0厅 南,宽窄巷子,1室0厅,34.6平米,南,精装,高楼层(共6层),1995年建,板楼,75万,"21,677元/平",1人关注,15天以前发布
前锋空港国际 2室2厅 南,航空港,2室2厅,71.23平米,南,精装,中楼层(共17层),2015年建,塔楼,110万,"15,443元/平",4人关注,21天以前发布
仁和苑(成华) 2室2厅 南 北,万象城,2室2厅,71.64平米,南 北,毛坯,中楼层(共7层),1997年建,板楼,78.5万,"10,958元/平",4人关注,27天以前发布
五冶社区 3室1厅 东南,新华公园,3室1厅,60.42平米,东南,简装,高楼层(共6层),1992年建,板楼,63.5万,"10,510元/平",0人关注,27天以前发布
新贵公馆 2室1厅 东南,红牌楼,2室1厅,47.31平米,东南,精装,低楼层(共9层),2013年建,塔楼,97万,"20,504元/平",3人关注,26天以前发布
优品尚东 2室1厅 东南,万年场,2室1厅,86.21平米,东南,精装,高楼层(共18层),2009年建,板塔结合,150万,"17,400元/平",0人关注,27天以前发布
洲际银海湾 3室2厅 西北,光华大道沿线,3室2厅,142.8平米,西北,精装,低楼层(共22层),2016年建,板塔结合,195万,"13,656元/平",2人关注,7天以前发布
劲力蓝色理想 2室1厅 东南 南,航天,2室1厅,87.15平米,东南 南,精装,高楼层(共26层),2006年建,板塔结合,85万,"9,754元/平",0人关注,7天以前发布
农商银行宿舍 3室2厅 北,金堂,3室2厅,152.89平米,北,简装,高楼层(共7层),1994年建,暂无数据,27万,"1,766元/平",1人关注,9天以前发布
映山岭秀 3室2厅 南,河东新区,3室2厅,102.97平米,南,精装,中楼层(共16层),2017年建,塔楼,92.5万,"8,984元/平",0人关注,5天以前发布
交大智能二期 2室2厅 西南,西南交大,2室2厅,75.23平米,西南,简装,中楼层(共7层),2000年建,板楼,102万,"13,559元/平",2人关注,5天以前发布
天邑花园 3室2厅 东南,西南财大,3室2厅,112.7平米,东南,精装,低楼层(共10层),2008年建,板楼,225万,"19,965元/平",0人关注,5天以前发布
卫居苑 2室2厅 南,双楠,2室2厅,90.33平米,南,精装,高楼层(共7层),1999年建,板楼,108万,"11,957元/平",0人关注,6天以前发布
金都华府 2室1厅 东南 南,金堂,2室1厅,79平米,东南 南,精装,低楼层(共32层),2012年建,板塔结合,44万,"5,570元/平",1人关注,11天以前发布
龙井苑 2室1厅 东南 南,合江亭,2室1厅,76.5平米,东南 南,精装,低楼层(共7层),2007年建,板楼,138万,"18,040元/平",10人关注,4个月以前发布
舜苑 4室4厅 东南,浣花溪,4室4厅,267.79平米,东南,精装,中楼层(共4层),2010年建,板楼,1328万,"49,592元/平",13人关注,4个月以前发布
金河谷一期 3室1厅 西南,光华大道沿线,3室1厅,121.84平米,西南,精装,低楼层(共26层),2009年建,板塔结合,162万,"13,297元/平",2人关注,3个月以前发布
东湖国际 3室1厅 东北,东湖,3室1厅,88.72平米,东北,精装,中楼层(共32层),2012年建,塔楼,255万,"28,743元/平",12人关注,4个月以前发布
元益花园 3室2厅 东,外光华,3室2厅,84.84平米,东,精装,高楼层(共21层),2014年建,板塔结合,163万,"19,213元/平",5人关注,2个月以前发布
锦江国际花园 3室1厅 西北,川师,3室1厅,84.2平米,西北,精装,中楼层(共42层),2016年建,塔楼,172万,"20,428元/平",5人关注,1个月以前发布
西财学府憬城 3室2厅 南 北,温江大学城,3室2厅,89.59平米,南 北,精装,高楼层(共26层),2019年建,塔楼,90万,"10,046元/平",16人关注,1个月以前发布
皇冠国际社区三期 3室2厅 南,龙泉驿城区,3室2厅,96.8平米,南,简装,中楼层(共33层),2015年建,塔楼,156.5万,"16,168元/平",0人关注,3个月以前发布
西蜀尚都 3室1厅 西南,温江老城,3室1厅,93.24平米,西南,精装,高楼层(共33层),2010年建,塔楼,99万,"10,618元/平",18人关注,一年前发布
中铁奥维尔二期 3室2厅 西南,郫县城区,3室2厅,89平米,西南,简装,29层,2019年建,塔楼,87万,"9,776元/平",0人关注,4个月以前发布
中环晓院 3室1厅 东南,红牌楼,3室1厅,82.8平米,东南,简装,高楼层(共7层),2018年建,板楼,235万,"28,382元/平",89人关注,一年前发布
都市美丽洲 3室1厅 南,都江堰,3室1厅,125.37平米,南,精装,低楼层(共6层),2008年建,板楼,80万,"6,382元/平",0人关注,一年前发布
六月花苑 3室2厅 东南,浣花溪,3室2厅,140.94平米,东南,精装,中楼层(共5层),2002年建,板楼,330万,"23,415元/平",7人关注,11个月以前发布
保利天汇 4室2厅 西南,天回镇,4室2厅,135.04平米,西南,毛坯,低楼层(共31层),2020年建,板楼,211万,"15,626元/平",5人关注,2个月以前发布
华润二十四城二期 3室2厅 东南,万象城,3室2厅,88平米,东南,精装,中楼层(共32层),2010年建,板塔结合,248万,"28,182元/平",4人关注,1个月以前发布
电子十所宿舍 3室2厅 东南,国宾,3室2厅,92.45平米,东南,简装,低楼层(共6层),2000年建,板楼,109万,"11,791元/平",9人关注,一年前发布
优客联邦二期 2室2厅 西北,丽都,2室2厅,78.25平米,西北,精装,中楼层(共17层),2012年建,板塔结合,146万,"18,659元/平",6人关注,5个月以前发布
北斗七星城 3室2厅 东南,天回镇,3室2厅,134.78平米,东南,简装,27层,2016年建,板楼,158万,"11,723元/平",1人关注,10个月以前发布
华润二十四城七期 3室2厅 南,万象城,3室2厅,91.15平米,南,精装,中楼层(共34层),2018年建,板塔结合,285万,"31,268元/平",2人关注,11个月以前发布
俊发星雅俊园 3室1厅 西南,三圣乡,3室1厅,100.58平米,西南,精装,高楼层(共30层),2015年建,塔楼,236万,"23,464元/平",4人关注,8个月以前发布
美洲花园城南公馆 2室1厅 西南,新北,2室1厅,71.28平米,西南,简装,中楼层(共11层),2010年建,板楼,108万,"15,152元/平",6人关注,2个月以前发布
金牛万达B组团 2室2厅 东,金牛万达,2室2厅,74.08平米,东,精装,高楼层(共32层),2012年建,塔楼,142万,"19,169元/平",0人关注,2个月以前发布
府河音乐花园 3室2厅 西北,华阳,3室2厅,125平米,西北,精装,低楼层(共6层),2001年建,板塔结合,235万,"18,800元/平",10人关注,1个月以前发布
誉府仕家 4室2厅 东北,青白江,4室2厅,113.78平米,东北,毛坯,中楼层(共26层),2017年建,板塔结合,85.8万,"7,541元/平",0人关注,1个月以前发布
保利贝森公馆 3室2厅 南 北,贝森,3室2厅,130.16平米,南 北,精装,中楼层(共19层),2013年建,板楼,440万,"33,805元/平",4人关注,4个月以前发布
中铁丽景书香 3室2厅 东南 南,温江大学城,3室2厅,90.24平米,东南 南,精装,低楼层(共33层),2016年建,板塔结合,112万,"12,412元/平",1人关注,3个月以前发布
紫御熙庭 3室2厅 西,外光华,3室2厅,91.38平米,西,精装,高楼层(共15层),2016年建,塔楼,275万,"30,095元/平",0人关注,1个月以前发布
鹭岛国际三期 3室1厅 东,外双楠,3室1厅,139.6平米,东,精装,中楼层(共15层),2010年建,板塔结合,302万,"21,634元/平",16人关注,4个月以前发布
华楠半岛 3室2厅 东南,中和,3室2厅,137.85平米,东南,精装,5层,2005年建,平房,249万,"18,064元/平",7人关注,3个月以前发布
齐力花园 3室1厅 南,府南新区,3室1厅,149.8平米,南,精装,低楼层(共11层),2002年建,塔楼,252万,"16,823元/平",4人关注,1个月以前发布
青龙横街37号 3室2厅 南,合江亭,3室2厅,94.66平米,南,精装,高楼层(共7层),2000年建,板塔结合,99万,"10,459元/平",31人关注,11个月以前发布
花样年别样城 3室2厅 西南,公兴,3室2厅,127.53平米,西南,精装,中楼层(共6层),2005年建,板楼,119.5万,"9,371元/平",7人关注,8个月以前发布
蓝光四叶城 3室3厅 东南,国色天乡,3室3厅,110平米,东南,精装,高楼层(共26层),2012年建,板塔结合,87万,"7,910元/平",6人关注,一年前发布
中信未来城北区 3室1厅 东南,郫县城区,3室1厅,89平米,东南,精装,低楼层(共33层),2013年建,塔楼,113万,"12,697元/平",1人关注,4个月以前发布
北庭春天 4室1厅 南,大丰,4室1厅,142.73平米,南,简装,高楼层(共6层),2012年建,板楼,113万,"7,918元/平",13人关注,一年前发布
安居苑(温江) 3室2厅 南 北,温江老城,3室2厅,118.02平米,南 北,简装,中楼层(共7层),2000年建,板楼,73万,"6,186元/平",7人关注,一年前发布
置信逸都D区 3室1厅 东北,郫县万达,3室1厅,124.12平米,东北,简装,高楼层(共33层),2014年建,板塔结合,115万,"9,266元/平",1人关注,4个月以前发布
世茂玉锦湾一期 3室2厅 西南,猛追湾,3室2厅,143.71平米,西南,精装,高楼层(共56层),2015年建,塔楼,440万,"30,618元/平",244人关注,7个月以前发布
南湖世纪 3室1厅 西,南湖,3室1厅,110.35平米,西,精装,中楼层(共32层),2016年建,塔楼,224万,"20,300元/平",4人关注,2个月以前发布
信合花园 3室2厅 东南,温江老城,3室2厅,106.95平米,东南,精装,高楼层(共6层),2002年建,板楼,59万,"5,517元/平",15人关注,一年前发布
保利学府城 3室1厅 东南,国宾,3室1厅,96.45平米,东南,毛坯,低楼层(共31层),2018年建,塔楼,182万,"18,870元/平",60人关注,8个月以前发布
首开龙湖景粼玖序一期 3室2厅 南,十陵,3室2厅,114.17平米,南,精装,中楼层(共11层),2020年建,板楼,255万,"22,336元/平",12人关注,4个月以前发布
华府幸福城A区 3室2厅 东,阳光城,3室2厅,96.33平米,东,毛坯,高楼层(共34层),2018年建,板塔结合,76万,"7,890元/平",0人关注,9个月以前发布
蓝光金悦府 3室2厅 西南,动物园,3室2厅,107.61平米,西南,简装,高楼层(共24层),2016年建,塔楼,163万,"15,148元/平",2人关注,4个月以前发布
四季映像 3室2厅 东北,大面,3室2厅,74.2平米,东北,精装,中楼层(共33层),2012年建,板塔结合,108万,"14,556元/平",3人关注,6个月以前发布
华润二十四城六期 3室1厅 东南,万象城,3室1厅,107.1平米,东南,精装,高楼层(共32层),2016年建,板塔结合,337万,"31,466元/平",4人关注,2个月以前发布
万科金色城品 2室1厅 西北,十陵,2室1厅,72.17平米,西北,精装,中楼层(共33层),2015年建,板楼,120万,"16,628元/平",10人关注,7个月以前发布
同森锦熙 3室2厅 南 北,红光,3室2厅,93.69平米,南 北,毛坯,高楼层(共33层),2018年建,板塔结合,96万,"10,247元/平",6人关注,3个月以前发布
恒大天府半岛 3室2厅 东北,锦江生态带,3室2厅,125.71平米,东北,简装,高楼层(共29层),2016年建,塔楼,206万,"16,387元/平",101人关注,一年前发布
逸都国际 2室1厅 东 西,大源,2室1厅,81.2平米,东 西,精装,低楼层(共18层),2011年建,板塔结合,228万,"28,079元/平",1人关注,9天以前发布
红牌楼北街9号 1室1厅 东南 东 南,高升桥,1室1厅,49.89平米,东南 东 南,其他,中楼层(共7层),1996年建,板楼,46万,"9,221元/平",3人关注,9天以前发布
电子科大东院 2室1厅 东,八里小区,2室1厅,84.77平米,东,精装,中楼层(共18层),2008年建,板塔结合,123万,"14,510元/平",0人关注,8天以前发布
武海中华锦绣 2室1厅 北,草金立交,2室1厅,81.77平米,北,精装,中楼层(共15层),2011年建,板塔结合,125万,"15,287元/平",5人关注,8天以前发布
四季金悦 2室2厅 西,蛟龙港,2室2厅,63.63平米,西,简装,中楼层(共12层),2016年建,板塔结合,93.8万,"14,742元/平",0人关注,12天以前发布
博雅新城A区 1室1厅 东南,大丰,1室1厅,61.39平米,东南,简装,低楼层(共27层),2013年建,塔楼,54万,"8,797元/平",0人关注,9天以前发布
马鞍东路社区 2室1厅 南,马鞍路,2室1厅,67.57平米,南,简装,中楼层(共6层),1999年建,板楼,63万,"9,324元/平",6人关注,11天以前发布
布鲁明顿广场 1室1厅 东,金融城,1室1厅,51.46平米,东,其他,低楼层(共28层),2013年建,板塔结合,155万,"30,121元/平",0人关注,10天以前发布
摩玛城 2室1厅 东,三官堂,2室1厅,97.22平米,东,简装,中楼层(共33层),2011年建,板塔结合,209万,"21,498元/平",0人关注,30天以前发布
简阳中学宿舍 3室1厅 东南,城中片区,3室1厅,104平米,东南,简装,中楼层(共7层),2001年建,平房,48万,"4,616元/平",0人关注,29天以前发布
诚卓高端 3室2厅 西北,河东新区,3室2厅,121.66平米,西北,精装,中楼层(共30层),2021年建,暂无数据,125.4万,"10,308元/平",2人关注,30天以前发布
华尔兹广场(金堂) 3室1厅 北 东北,金堂,3室1厅,86平米,北 东北,毛坯,高楼层(共25层),2015年建,板楼,39.6万,"4,605元/平",3人关注,24天以前发布
万邦文景名苑 3室1厅 南,花源,3室1厅,82.6平米,南,精装,中楼层(共7层),2005年建,板楼,68万,"8,233元/平",0人关注,28天以前发布
上城国际 3室2厅 东南,万年场,3室2厅,84.77平米,东南,精装,中楼层(共33层),2013年建,板塔结合,130万,"15,336元/平",7人关注,31天以前发布
颐和京都 4室2厅 南,万家湾,4室2厅,110.45平米,南,毛坯,中楼层(共29层),2016年建,塔楼,246万,"22,273元/平",5人关注,17天以前发布
天慧城 4室2厅 南,石桥片区,4室2厅,142.32平米,南,精装,中楼层(共29层),2020年建,暂无数据,102.8万,"7,224元/平",2人关注,16天以前发布
中信未来城南区 3室2厅 西南,郫县城区,3室2厅,94.6平米,西南,简装,低楼层(共33层),2013年建,塔楼,121万,"12,791元/平",1人关注,9个月以前发布
红枫岭三期 3室1厅 西北,东郊记忆,3室1厅,110.05平米,西北,毛坯,低楼层(共33层),2009年建,板塔结合,198万,"17,992元/平",4人关注,1个月以前发布
万科翡翠公园 3室2厅 北,南湖,3室2厅,94.72平米,北,精装,中楼层(共35层),2018年建,板塔结合,245万,"25,866元/平",1人关注,3个月以前发布
誉府仕家 4室2厅 南 北,青白江,4室2厅,113.2平米,南 北,毛坯,低楼层(共33层),2017年建,板塔结合,79万,"6,979元/平",12人关注,一年前发布
万科海悦汇城东区 3室2厅 东,海洋公园,3室2厅,105.32平米,东,精装,高楼层(共50层),2014年建,塔楼,185万,"17,566元/平",13人关注,3个月以前发布
雄飞生活广场 2室2厅 北,西河,2室2厅,80.9平米,北,简装,高楼层(共34层),2018年建,板塔结合,97万,"11,991元/平",5人关注,8个月以前发布
格林城 3室2厅 西南,华府,3室2厅,105.39平米,西南,精装,中楼层(共23层),2017年建,板塔结合,199万,"18,883元/平",8人关注,4个月以前发布
珠江国际花园 3室2厅 南,珠江新城,3室2厅,120.97平米,南,精装,低楼层(共16层),2009年建,板塔结合,145万,"11,987元/平",34人关注,一年前发布
香槟城 3室1厅 西南,西河,3室1厅,74.48平米,西南,毛坯,中楼层(共32层),2021年建,板塔结合,89万,"11,950元/平",2人关注,16天以前发布
鼓楼国际 1室1厅 西南,太升路,1室1厅,95.66平米,西南,简装,低楼层(共39层),2010年建,塔楼,94万,"9,827元/平",0人关注,8天以前发布
金象嘉园 3室1厅 东南,东光小区,3室1厅,82.69平米,东南,精装,中楼层(共6层),2003年建,板楼,125万,"15,117元/平",6人关注,1个月以前发布
中心城 3室2厅 东北,龙泉驿城区,3室2厅,97.15平米,东北,毛坯,高楼层(共29层),2017年建,塔楼,125万,"12,867元/平",0人关注,11天以前发布
蓝光幸福满庭 3室1厅 东北,犀浦,3室1厅,76.02平米,东北,简装,高楼层(共26层),2015年建,板塔结合,102万,"13,418元/平",4人关注,5个月以前发布
嘉和世纪城 3室2厅 东南,青白江,3室2厅,98.89平米,东南,毛坯,中楼层(共26层),2019年建,板塔结合,70万,"7,079元/平",1人关注,16天以前发布
金沙城锦西观棠 4室2厅 东南 西北,外金沙,4室2厅,132.59平米,东南 西北,毛坯,高楼层(共19层),2018年建,塔楼,310万,"23,381元/平",44人关注,一年前发布
悦未来 3室2厅 东南,犀浦,3室2厅,82.27平米,东南,精装,高楼层(共16层),2020年建,板塔结合,145万,"17,625元/平",0人关注,14天以前发布
黄金时代(中和街道办吉龙二街) 3室2厅 南,远大,3室2厅,98平米,南,简装,中楼层(共33层),2014年建,板塔结合,182万,"18,572元/平",10人关注,1个月以前发布
华侨凤凰国际城 4室1厅 东南,郫县城区,4室1厅,97.23平米,东南,精装,中楼层(共33层),2015年建,板塔结合,110万,"11,314元/平",2人关注,5个月以前发布
美洲花园城南公馆 2室2厅 东南,新北,2室2厅,85.95平米,东南,精装,中楼层(共11层),2010年建,板楼,138万,"16,056元/平",7人关注,3个月以前发布
锦上城 3室2厅 东南,龙泉驿城区,3室2厅,104.55平米,东南,精装,低楼层(共33层),2015年建,塔楼,109万,"10,426元/平",3人关注,2个月以前发布
新鸿基悦城 4室2厅 南,海洋公园,4室2厅,169.3平米,南,毛坯,高楼层(共31层),2011年建,板塔结合,370万,"21,855元/平",4人关注,2个月以前发布
恒大上林苑 3室2厅 东南,保利公园,3室2厅,91.08平米,东南,精装,低楼层(共30层),2019年建,板塔结合,70万,"7,686元/平",3人关注,4个月以前发布
阳光100米娅中心一期 2室1厅 西南 西,万年场,2室1厅,77.1平米,西南 西,精装,中楼层(共27层),2014年建,板塔结合,146万,"18,937元/平",14人关注,10个月以前发布
博雅新城C区 3室1厅 东南 西北,大丰,3室1厅,105平米,东南 西北,精装,低楼层(共27层),2013年建,板塔结合,104万,"9,905元/平",2人关注,2个月以前发布
华宇楠苑 3室2厅 北,新双楠,3室2厅,75.78平米,北,精装,低楼层(共11层),2012年建,板塔结合,190万,"25,073元/平",8人关注,3个月以前发布
机车苑 2室2厅 东,八里小区,2室2厅,78.7平米,东,其他,中楼层(共7层),2000年建,板楼,88万,"11,182元/平",8人关注,3个月以前发布
远雄风华园 3室1厅 东南,衣冠庙,3室1厅,115.04平米,东南,精装,低楼层(共18层),2015年建,板塔结合,335万,"29,121元/平",1人关注,3个月以前发布
舜苑 4室4厅 东南,浣花溪,4室4厅,267.79平米,东南,精装,中楼层(共4层),2010年建,板楼,1328万,"49,592元/平",13人关注,4个月以前发布
交大归谷国际社区 3室2厅 东南,丽都,3室2厅,140.23平米,东南,精装,中楼层(共13层),2013年建,板塔结合,338万,"24,104元/平",4人关注,3个月以前发布
翡翠城一期 5室1厅 南,东湖,5室1厅,129.17平米,南,精装,高楼层(共11层),2004年建,板塔结合,550万,"42,580元/平",0人关注,1个月以前发布
红牌楼广场 2室1厅 东南,丽都,2室1厅,75.85平米,东南,精装,中楼层(共17层),2007年建,板塔结合,155万,"20,436元/平",1人关注,30天以前发布
远大都市风景四期 3室1厅 东南,远大,3室1厅,102.86平米,东南,精装,低楼层(共30层),2010年建,板塔结合,229万,"22,264元/平",2人关注,24天以前发布
万科金域缇香二期 3室1厅 西南,毗河,3室1厅,78.68平米,西南,精装,中楼层(共31层),2017年建,塔楼,126万,"16,015元/平",1人关注,17天以前发布
尚港领地 3室2厅 南,文星镇,3室2厅,103.24平米,南,精装,中楼层(共16层),2014年建,板塔结合,135万,"13,077元/平",62人关注,29天以前发布
皇经花园B区 3室2厅 东南,琉璃场,3室2厅,89.16平米,东南,简装,中楼层(共6层),2007年建,板楼,101.8万,"11,418元/平",9人关注,19天以前发布
汇融悉尼湾达令港 3室1厅 东南,大丰,3室1厅,108.42平米,东南,精装,高楼层(共33层),2013年建,板塔结合,146万,"13,467元/平",0人关注,29天以前发布
东原亲亲里 3室1厅 西南,国宾,3室1厅,87.58平米,西南,精装,低楼层(共20层),2015年建,塔楼,172万,"19,640元/平",2人关注,20天以前发布
置信巴厘岛D区 3室1厅 西北,武侯立交,3室1厅,88.62平米,西北,精装,中楼层(共17层),2008年建,塔楼,185万,"20,876元/平",1人关注,16天以前发布
高升桥北街6号 2室2厅 南,高升桥,2室2厅,84.95平米,南,简装,中楼层(共7层),2001年建,板楼,108万,"12,714元/平",1人关注,21天以前发布
三圣街58号 2室1厅 西南,合江亭,2室1厅,54.12平米,西南,简装,中楼层(共7层),1997年建,板楼,118万,"21,804元/平",2人关注,19天以前发布
蜀郡 4室1厅 南 北,华阳,4室1厅,113.81平米,南 北,精装,高楼层(共26层),2010年建,板塔结合,265万,"23,285元/平",17人关注,30天以前发布
首创天禧68 3室2厅 东南,八里小区,3室2厅,97.77平米,东南,精装,低楼层(共33层),2017年建,板楼,269万,"27,514元/平",2人关注,22天以前发布
青秀未遮山（一期） 3室2厅 西北,理工大,3室2厅,99.02平米,西北,精装,高楼层(共34层),2019年建,板塔结合,258万,"26,056元/平",0人关注,21天以前发布
置信丽都花园城D区 3室2厅 东南,新双楠,3室2厅,145.08平米,东南,精装,高楼层(共13层),2009年建,板塔结合,290万,"19,989元/平",3人关注,24天以前发布
置信逸都D区 3室2厅 西南,郫县万达,3室2厅,105.34平米,西南,精装,中楼层(共33层),2014年建,板塔结合,108万,"10,253元/平",0人关注,27天以前发布
蓝谷地一二期 3室2厅 东南,蓝谷地,3室2厅,123.42平米,东南,精装,高楼层(共11层),2006年建,板楼,198万,"16,043元/平",6人关注,20天以前发布
富丽东方 3室1厅 东 西,成渝立交,3室1厅,87.67平米,东 西,精装,高楼层(共18层),2008年建,塔楼,175万,"19,962元/平",1人关注,27天以前发布
华润二十四城三期 4室2厅 东南 西北,万象城,4室2厅,128.45平米,东南 西北,精装,高楼层(共32层),2012年建,板塔结合,355万,"27,638元/平",2人关注,28天以前发布
天邑宏御花园御苑 3室2厅 西南,橡树湾,3室2厅,128.77平米,西南,精装,低楼层(共25层),2016年建,塔楼,125万,"9,708元/平",0人关注,25天以前发布
金沙揽胜二期 3室1厅 北,贝森,3室1厅,99.9平米,北,精装,高楼层(共29层),2007年建,塔楼,160万,"16,017元/平",2人关注,20天以前发布
华侨城纯水岸三期 3室2厅 南,华侨城,3室2厅,86.97平米,南,精装,低楼层(共33层),2011年建,塔楼,218万,"25,067元/平",2人关注,30天以前发布
上锦颐园 3室1厅 东南,高新西,3室1厅,84.23平米,东南,精装,低楼层(共24层),2008年建,塔楼,87万,"10,329元/平",0人关注,26天以前发布
西御大厦 3室2厅 东 西,人民公园,3室2厅,150.88平米,东 西,简装,中楼层(共29层),2002年建,板楼,190万,"12,593元/平",0人关注,19天以前发布
清河阳光 3室1厅 南,万家湾,3室1厅,125.86平米,南,精装,高楼层(共18层),2010年建,板塔结合,198万,"15,732元/平",39人关注,6个月以前发布
中南上熙府熙悦 3室2厅 东北,光华大道沿线,3室2厅,112.2平米,东北,精装,高楼层(共34层),2020年建,塔楼,160万,"14,261元/平",48人关注,一年前发布
蓝光coco金沙二期 3室2厅 西,外金沙,3室2厅,75.92平米,西,精装,中楼层(共22层),2015年建,板塔结合,185万,"24,368元/平",30人关注,3个月以前发布
西财学府尚郡 4室2厅 东南,温江大学城,4室2厅,167.06平米,东南,简装,低楼层(共11层),2013年建,板楼,145万,"8,680元/平",9人关注,3个月以前发布
蜀都花园 3室2厅 东南,水碾河,3室2厅,131.7平米,东南,简装,高楼层(共22层),2003年建,塔楼,178万,"13,516元/平",18人关注,5个月以前发布
莲花逸都 3室2厅 东南,九眼桥,3室2厅,123.68平米,东南,精装,中楼层(共34层),2009年建,塔楼,249万,"20,133元/平",60人关注,一年前发布
锦江城市花园三期 3室1厅 东南,三圣乡,3室1厅,74.32平米,东南,精装,高楼层(共34层),2011年建,板塔结合,135万,"18,165元/平",87人关注,1个月以前发布
交大智能二期 3室2厅 南 北,西南交大,3室2厅,130.63平米,南 北,简装,低楼层(共6层),2000年建,板楼,210万,"16,076元/平",10人关注,10个月以前发布
美洲花园棕榈湾 2室1厅 东南,新北,2室1厅,79.22平米,东南,精装,低楼层(共22层),2016年建,板楼,125万,"15,779元/平",15人关注,9个月以前发布
润禾花园 3室2厅 东,大丰,3室2厅,89.34平米,东,精装,高楼层(共24层),2013年建,塔楼,129万,"14,440元/平",4人关注,8个月以前发布
乐天圣苑 3室2厅 西南,东大路,3室2厅,87.66平米,西南,精装,低楼层(共32层),2017年建,板塔结合,299万,"34,110元/平",9人关注,3个月以前发布
源上湾万融城二期 3室1厅 东,新都城区,3室1厅,90.32平米,东,简装,中楼层(共30层),2016年建,板塔结合,109万,"12,069元/平",4人关注,3个月以前发布
洲际亚洲湾A区 4室1厅 南 北,光华大道沿线,4室1厅,117.01平米,南 北,精装,高楼层(共29层),2017年建,板塔结合,170万,"14,529元/平",2人关注,3个月以前发布
铂金时代 3室1厅 西南,郫县城区,3室1厅,125.96平米,西南,简装,高楼层(共6层),2013年建,板塔结合,98万,"7,781元/平",0人关注,2个月以前发布
中信城左岸 3室2厅 西北,南湖,3室2厅,73.97平米,西北,毛坯,低楼层(共33层),2015年建,板塔结合,156万,"21,090元/平",2人关注,2个月以前发布
潮蓉花园 3室2厅 北,府南新区,3室2厅,145.55平米,北,精装,中楼层(共11层),2000年建,板楼,199万,"13,673元/平",27人关注,一年前发布
蓝光富丽花城 3室2厅 西,动物园,3室2厅,83.03平米,西,简装,中楼层(共18层),2008年建,板塔结合,118万,"14,212元/平",4人关注,3个月以前发布
佳兆业广场 3室1厅 南,外光华,3室1厅,86.85平米,南,毛坯,高楼层(共15层),2016年建,板塔结合,166万,"19,114元/平",15人关注,2个月以前发布
俊发时光俊园 3室1厅 西,外光华,3室1厅,86.68平米,西,精装,高楼层(共21层),2014年建,塔楼,222万,"25,612元/平",1人关注,2个月以前发布
龙湖时代天街 3室2厅 东南,高新西,3室2厅,108.58平米,东南,精装,中楼层(共29层),2017年建,板塔结合,169.8万,"15,639元/平",3人关注,9个月以前发布
西城花园 3室2厅 南,西南财大,3室2厅,139.98平米,南,精装,中楼层(共7层),2003年建,板楼,175万,"12,502元/平",10人关注,4个月以前发布
东方华大广场 3室2厅 东南,龙泉驿城区,3室2厅,95.49平米,东南,精装,中楼层(共22层),2016年建,塔楼,116万,"12,148元/平",6人关注,9个月以前发布
全兴花园 3室2厅 东南,沙湾,3室2厅,150平米,东南,简装,高楼层(共18层),2002年建,板塔结合,185万,"12,334元/平",3人关注,一年前发布
东骏湖景湾 3室1厅 南,新都城区,3室1厅,125.52平米,南,简装,高楼层(共7层),2010年建,板塔结合,158万,"12,588元/平",1人关注,4个月以前发布
华润橡树湾B区 3室1厅 西南,橡树湾,3室1厅,81.5平米,西南,精装,高楼层(共34层),2013年建,板塔结合,123.5万,"15,154元/平",0人关注,1个月以前发布
